est_year,season,survey_area,xmin_fit,xmax_fit,xmin_actual,xmax_actual,n,b,confMin,confMax,spectra_type,stdErr,C,area_titles,bot_temp,region,total_weight_lb
1984,Fall,MAB,1,77892.13994264649,0.04477530764288502,77892.13994264649,26636,-1.217154301217138,-1.2211543012171382,-1.2131543012171382,bodymass,0.00204081632653061,0.23775701645639463,Mid-Atlantic Bight,9.961026811177751,NA,34371738
1984,Fall,SNE,1,13040.862019983126,0.04477530764288502,13040.862019983126,39978,-1.114967846865531,-1.117967846865531,-1.111967846865531,bodymass,0.00153061224489796,0.1732519720286664,Southern New England,9.26020322322235,NA,118775980
1984,Spring,GB,1,14707.288069312795,0.12705264994290433,14707.288069312795,5547,-0.8076364526748414,-0.8176364526748412,-0.797636452674841,bodymass,0.00510204081632659,0.03606333222695983,Georges Bank,7.489345413380304,NA,83114541
1984,Spring,GoM,1,16034.618311247175,1.0317521988158551,16034.618311247175,5595,-0.9188113562536064,-0.9278113562536064,-0.9098113562536064,bodymass,0.00459183673469382,0.06794934514803048,Gulf of Maine,7.11705236738011,NA,283694725
1984,Spring,MAB,1,14412.151515804988,0.0937943326539252,14412.151515804988,19922,-0.9738762697182874,-0.9788762697182872,-0.9688762697182876,bodymass,0.00255102040816321,0.09191177520358094,Mid-Atlantic Bight,9.961026811177751,NA,34371738
1984,Spring,SNE,1,10867.778284465468,0.31445495060104983,10867.778284465468,10791,-0.9471589884247826,-0.9541589884247828,-0.9401589884247828,bodymass,0.00357142857142857,0.0833347078461808,Southern New England,9.26020322322235,NA,118775980
1985,Fall,GB,1,17143.289593382335,0.10259749676006846,17143.289593382335,24293,-1.0890753345011144,-1.0930753345011142,-1.0850753345011142,bodymass,0.00204081632653061,0.1534751728995617,Georges Bank,8.729448946455578,NA,98469380
1985,Fall,GoM,1,24550.826962877225,0.3735691319226485,24550.826962877225,14496,-1.0061175186912104,-1.0111175186912105,-1.001117518691211,bodymass,0.00255102040816321,0.1020169203021879,Gulf of Maine,7.210847227654215,NA,231018806
1985,Fall,MAB,1,49458.90755505918,0.04477530764288502,49458.90755505918,43221,-1.189353198430409,-1.1923531984304094,-1.1863531984304094,bodymass,0.00153061224489796,0.217437544871644,Mid-Atlantic Bight,12.586301166399393,NA,25109791
1985,Fall,SNE,1,11861.395839602656,0.1548757726287886,11861.395839602656,45891,-1.098891969386127,-1.1018919693861269,-1.0958919693861269,bodymass,0.00153061224489796,0.1635817152385474,Southern New England,10.548466909557543,NA,102383967
1985,Spring,GB,1,20524.60487861279,0.22088083074007553,20524.60487861279,13935,-0.9072052029694908,-0.9122052029694908,-0.9022052029694908,bodymass,0.00255102040816321,0.06134006051145757,Georges Bank,8.729448946455578,NA,98469380
1985,Spring,GoM,1,18138.000880451254,1.1039330978000497,18138.000880451254,9556,-0.9313774878703942,-0.938377487870394,-0.924377487870394,bodymass,0.00357142857142857,0.07148882993122908,Gulf of Maine,7.210847227654215,NA,231018806
1985,Spring,MAB,1,10167.57737987444,0.10259749676006846,10167.57737987444,26823,-1.012560708126893,-1.0165607081268928,-1.0085607081268928,bodymass,0.00204081632653061,0.1147797056032138,Mid-Atlantic Bight,12.586301166399393,NA,25109791
1985,Spring,SNE,1,11921.973536597729,0.12705264994290433,11921.973536597729,26178,-0.8333723150021851,-0.837372315002185,-0.829372315002185,bodymass,0.00204081632653061,0.04410649222705546,Southern New England,10.548466909557543,NA,102383967
1986,Fall,GB,1,11265.059257754445,0.12114625991347348,11265.059257754445,14287,-0.8604133462673582,-0.8664133462673582,-0.854413346267358,bodymass,0.00306122448979597,0.05213069189825257,Georges Bank,8.74814479664653,NA,78898342
1986,Fall,GoM,1,24550.826962877225,0.3735691319226485,24550.826962877225,15411,-0.9694928454192016,-0.9744928454192014,-0.9644928454192015,bodymass,0.00255102040816321,0.08445580788648245,Gulf of Maine,7.450692636077687,NA,223447807
1986,Fall,MAB,1,113233.9386382856,0.04477530764288502,113233.9386382856,19003,-1.2124818473853292,-1.2164818473853294,-1.2084818473853294,bodymass,0.00204081632653061,0.23205755277923176,Mid-Atlantic Bight,12.732097623200543,NA,26844088
1986,Fall,SNE,1,10593.328832117006,0.04477530764288502,10593.328832117006,29624,-1.131232497888773,-1.135232497888773,-1.1272324978887729,bodymass,0.00204081632653061,0.18649890344940465,Southern New England,11.192259696931142,NA,113701246
1986,Spring,GB,1,21538.107880788662,0.2103228749702038,21538.107880788662,13599,-0.9528884199223456,-0.9578884199223454,-0.9478884199223456,bodymass,0.00255102040816321,0.07850759950546746,Georges Bank,8.74814479664653,NA,78898342
1986,Spring,GoM,1,27383.54992163039,0.12705264994290433,27383.54992163039,10162,-1.06672513131728,-1.0727251313172796,-1.0607251313172794,bodymass,0.00306122448979597,0.1349938963001784,Gulf of Maine,7.450692636077687,NA,223447807
1986,Spring,MAB,1,16674.537933961186,0.10259749676006846,16674.537933961186,12514,-1.0044521565660562,-1.0104521565660562,-0.998452156566056,bodymass,0.00306122448979597,0.10510545842824735,Mid-Atlantic Bight,12.732097623200543,NA,26844088
1986,Spring,SNE,1,22084.400461264424,0.12705264994290433,22084.400461264424,25615,-1.0443313893289143,-1.0483313893289146,-1.0403313893289146,bodymass,0.00204081632653061,0.12377224720688929,Southern New England,11.192259696931142,NA,113701246
1987,Fall,GB,1,29631.689217068655,0.04477530764288502,29631.689217068655,15229,-0.933725488821776,-0.9387254888217758,-0.928725488821776,bodymass,0.00255102040816321,0.06772207734401048,Georges Bank,8.102833639045148,NA,79978084
1987,Fall,GoM,1,14294.970710969646,0.3735691319226485,14294.970710969646,9098,-0.9051537517994278,-0.9121537517994278,-0.8981537517994278,bodymass,0.00357142857142857,0.06417146644307027,Gulf of Maine,7.615934296381676,NA,207887469
1987,Fall,MAB,1,69120.74809504367,0.1548757726287886,69120.74809504367,16268,-1.2104590407147078,-1.2154590407147077,-1.205459040714708,bodymass,0.00255102040816321,0.2327625816652601,Mid-Atlantic Bight,12.64730410111689,NA,28711299
1987,Fall,SNE,1,9334.682531662373,0.06007531511912517,9334.682531662373,18723,-1.081350399296848,-1.086350399296848,-1.0763503992968482,bodymass,0.00255102040816321,0.15506211486791516,Southern New England,10.409261114923964,NA,110981323
1987,Spring,GB,1,29007.865050636843,0.3163249227451163,29007.865050636843,13037,-0.9325235436310187,-0.937523543631019,-0.9275235436310192,bodymass,0.00255102040816321,0.06745012734068334,Georges Bank,8.102833639045148,NA,79978084
1987,Spring,GoM,1,26517.201128035013,0.3857854553894314,26517.201128035013,7873,-0.9661224214411528,-0.9731224214411528,-0.9591224214411528,bodymass,0.00357142857142857,0.08221174988878152,Gulf of Maine,7.615934296381676,NA,207887469
1987,Spring,MAB,1,17153.36239931357,0.10259749676006846,17153.36239931357,24843,-0.941168162860468,-0.945168162860468,-0.937168162860468,bodymass,0.00204081632653061,0.07594561201768299,Mid-Atlantic Bight,12.64730410111689,NA,28711299
1987,Spring,SNE,1,10775.603063607989,3.463819117381418,10775.603063607989,20704,-0.8595436833905623,-0.8645436833905622,-0.8545436833905624,bodymass,0.00255102040816321,0.05232066976246024,Southern New England,10.409261114923964,NA,110981323
1988,Fall,GB,1,17613.640943211125,0.04835555390003871,17613.640943211125,12824,-1.0309819605938142,-1.036981960593814,-1.0249819605938135,bodymass,0.00306122448979597,0.11855864295800332,Georges Bank,6.964983553213854,NA,93821241
1988,Fall,GoM,1,24623.949007870226,0.3735691319226485,24623.949007870226,13208,-1.0063157095611637,-1.0113157095611631,-1.0013157095611636,bodymass,0.00255102040816321,0.10208900497314148,Gulf of Maine,7.169807018061816,NA,201818385
1988,Fall,MAB,1,113233.9386382856,0.02414338810073994,113233.9386382856,3468,-1.1882815976063672,-1.1992815976063669,-1.1772815976063669,bodymass,0.00561224489795918,0.21198030885821828,Mid-Atlantic Bight,11.173018501923147,NA,35305694
1988,Fall,SNE,1,41245.274748513046,0.04477530764288502,41245.274748513046,33895,-1.1931723592169003,-1.1961723592169002,-1.1901723592169002,bodymass,0.00153061224489796,0.22161999790485096,Southern New England,9.431534353200057,NA,98435828
1988,Spring,GB,1,18132.33020077495,0.22088083074007553,18132.33020077495,12081,-0.7982552593082278,-0.8042552593082279,-0.7922552593082277,bodymass,0.00306122448979597,0.03238431302201286,Georges Bank,6.964983553213854,NA,93821241
1988,Spring,GoM,1,20760.775142791827,0.3857854553894314,20760.775142791827,7728,-0.9720399724344102,-0.97903997243441,-0.96503997243441,bodymass,0.00357142857142857,0.08726208413066086,Gulf of Maine,7.169807018061816,NA,201818385
1988,Spring,MAB,1,8890.986356695474,0.02511243272327328,8890.986356695474,22899,-1.030038993178835,-1.034038993178835,-1.026038993178835,bodymass,0.00204081632653061,0.12567958748195324,Mid-Atlantic Bight,11.173018501923147,NA,35305694
1988,Spring,SNE,1,9801.754015806418,0.22088083074007553,9801.754015806418,21014,-0.8233340983425771,-0.8283340983425771,-0.8183340983425773,bodymass,0.00255102040816321,0.04339200188248759,Southern New England,9.431534353200057,NA,98435828
1989,Fall,GB,1,10593.328832117006,0.04477530764288502,10593.328832117006,14735,-0.9922024258465888,-0.9982024258465888,-0.9862024258465888,bodymass,0.00306122448979597,0.1040465484471009,Georges Bank,7.71267467293233,NA,85965225
1989,Fall,GoM,1,16228.351397034832,0.1548757726287886,16228.351397034832,16689,-0.9530489212663557,-0.9580489212663554,-0.9480489212663556,bodymass,0.00255102040816321,0.08145033787020965,Gulf of Maine,7.269814081111197,NA,166158339
1989,Fall,MAB,1,15760.083465598094,0.04477530764288502,15760.083465598094,33989,-1.1820229417844113,-1.1860229417844113,-1.1780229417844112,bodymass,0.00204081632653061,0.21987862235565947,Mid-Atlantic Bight,11.044759173941824,NA,643458662
1989,Fall,SNE,1,8184.469462537976,0.04477530764288502,8184.469462537976,42764,-1.141826515930631,-1.1448265159306306,-1.1388265159306306,bodymass,0.00153061224489796,0.19660827589818256,Southern New England,9.676988125457958,NA,127981815
1989,Spring,GB,1,18132.33020077495,0.3163249227451163,18132.33020077495,9856,-0.9092927093201874,-0.9162927093201872,-0.9022927093201872,bodymass,0.00357142857142857,0.0632665500073907,Georges Bank,7.71267467293233,NA,85965225
1989,Spring,GoM,1,20524.60487861279,0.5327770689848076,20524.60487861279,13738,-1.091911382789162,-1.0969113827891617,-1.086911382789162,bodymass,0.00255102040816321,0.15356180802693284,Gulf of Maine,7.269814081111197,NA,166158339
1989,Spring,MAB,1,10119.243352627174,1.137816128693455,10119.243352627174,15426,-0.8393610338688219,-0.8453610338688218,-0.8333610338688215,bodymass,0.00306122448979597,0.04725658799134628,Mid-Atlantic Bight,11.044759173941824,NA,643458662
1989,Spring,SNE,1,23120.714039517345,0.5981079808461115,23120.714039517345,15533,-0.9229191658231964,-0.9279191658231962,-0.9179191658231964,bodymass,0.00255102040816321,0.0659032527290542,Southern New England,9.676988125457958,NA,127981815
1990,Fall,GB,1,13679.366483886304,0.04477530764288502,13679.366483886304,26176,-1.097703830576791,-1.101703830576791,-1.093703830576791,bodymass,0.00204081632653061,0.16132271084364727,Georges Bank,6.313384505723811,NA,100810359
1990,Fall,GoM,1,19582.899017593823,0.1548757726287886,19582.899017593823,22789,-0.8893828071635969,-0.8933828071635967,-0.8853828071635967,bodymass,0.00204081632653061,0.0557630210357169,Gulf of Maine,6.826634211459402,NA,223046313
1990,Fall,MAB,1,108610.68095280114,0.1548757726287886,108610.68095280114,41504,-1.2195322742899144,-1.2225322742899143,-1.2165322742899145,bodymass,0.00153061224489796,0.23821464132027775,Mid-Atlantic Bight,9.582346891723905,NA,757381407
1990,Fall,SNE,1,45870.563903403316,0.1548757726287886,45870.563903403316,32424,-1.2127372150708606,-1.2157372150708603,-1.2097372150708603,bodymass,0.00153061224489796,0.23688366791242305,Southern New England,8.179611263751372,NA,144379682
1990,Spring,GB,1,28958.81130252075,0.5030669608807974,28958.81130252075,19877,-0.8339710953008765,-0.8389710953008764,-0.8289710953008766,bodymass,0.00255102040816321,0.03685153781511521,Georges Bank,6.313384505723811,NA,100810359
1990,Spring,GoM,1,19159.159836646155,0.22088083074007553,19159.159836646155,9727,-0.9645332723618428,-0.9715332723618426,-0.9575332723618426,bodymass,0.00357142857142857,0.08471252006982748,Gulf of Maine,6.826634211459402,NA,223046313
1990,Spring,MAB,1,8601.00383587234,0.10259749676006846,8601.00383587234,9121,-0.8673965019310093,-0.875396501931009,-0.859396501931009,bodymass,0.00408163265306122,0.05704440707053125,Mid-Atlantic Bight,9.582346891723905,NA,757381407
1990,Spring,SNE,1,18898.4222154685,0.22088083074007553,18898.4222154685,15572,-0.8898411437193091,-0.8948411437193089,-0.8848411437193091,bodymass,0.00255102040816321,0.05624369281926449,Southern New England,8.179611263751372,NA,144379682
1991,Fall,GB,1,19660.80339560248,0.1548757726287886,19660.80339560248,11928,-1.0809341218605597,-1.0869341218605597,-1.0749341218605593,bodymass,0.00306122448979597,0.14695616565069816,Georges Bank,8.565999351477283,NA,95771293
1991,Fall,GoM,1,19238.84596347229,0.04477530764288502,19238.84596347229,19618,-0.9448117851288438,-0.9488117851288438,-0.9408117851288438,bodymass,0.00204081632653061,0.07626907633616521,Gulf of Maine,7.564222832453453,NA,226304244
1991,Fall,MAB,1,120412.88264078255,0.1548757726287886,120412.88264078255,14629,-1.2208642002100278,-1.2258642002100275,-1.215864200210028,bodymass,0.00255102040816321,0.2388973937373796,Mid-Atlantic Bight,12.029844230888164,NA,688103286
1991,Fall,SNE,1,9950.103632948398,0.04477530764288502,9950.103632948398,12524,-1.0482016203222722,-1.0542016203222724,-1.042201620322272,bodymass,0.00306122448979597,0.13450991182610408,Southern New England,10.238907741370792,NA,137638091
1991,Spring,GB,1,21538.107880788662,0.22088083074007553,21538.107880788662,12113,-0.912217935779744,-0.918217935779744,-0.9062179357797436,bodymass,0.00306122448979597,0.06266024478723307,Georges Bank,8.565999351477283,NA,95771293
1991,Spring,GoM,1,22553.339900898416,0.5030669608807974,22553.339900898416,8074,-1.077414447382713,-1.084414447382713,-1.070414447382713,bodymass,0.00357142857142857,0.1434278376423525,Gulf of Maine,7.564222832453453,NA,226304244
1991,Spring,MAB,1,16204.602996818949,0.10259749676006846,16204.602996818949,17227,-1.0339392440139537,-1.0389392440139535,-1.0289392440139538,bodymass,0.00255102040816321,0.12106507311636014,Mid-Atlantic Bight,12.029844230888164,NA,688103286
1991,Spring,SNE,1,13157.212242333835,0.5981079808461115,13157.212242333835,20800,-0.9048434753796212,-0.909843475379621,-0.8998434753796212,bodymass,0.00255102040816321,0.06491593054573205,Southern New England,10.238907741370792,NA,137638091
1992,Fall,GB,1,10401.080119427454,0.12114625991347348,10401.080119427454,18516,-1.038306691923875,-1.043306691923875,-1.0333066919238751,bodymass,0.00255102040816321,0.12839409245839065,Georges Bank,8.463022620477691,NA,87813581
1992,Fall,GoM,1,14527.03347319682,0.08663253492930399,14527.03347319682,21895,-0.9346335659017414,-0.9386335659017412,-0.9306335659017412,bodymass,0.00204081632653061,0.0750502148603899,Gulf of Maine,7.773506254664922,NA,221048557
1992,Fall,MAB,1,101915.3065776182,0.1548757726287886,101915.3065776182,21613,-1.252116214939693,-1.2561162149396927,-1.2481162149396927,bodymass,0.00204081632653061,0.26668205114307775,Mid-Atlantic Bight,12.148832546504195,NA,653303650
1992,Fall,SNE,1,6740.42183278629,0.04477530764288502,6740.42183278629,27338,-1.106977227117575,-1.110977227117575,-1.102977227117575,bodymass,0.00204081632653061,0.1752057651620378,Southern New England,10.510568671891996,NA,141775112
1992,Spring,GB,1,13171.288254883188,1.4631212965119875,13171.288254883188,11772,-0.8743044627832647,-0.8803044627832646,-0.8683044627832643,bodymass,0.00306122448979597,0.05477591237801044,Georges Bank,8.463022620477691,NA,87813581
1992,Spring,GoM,1,28334.801911173607,0.7098109415556149,28334.801911173607,21527,-1.0882231956649329,-1.0922231956649329,-1.0842231956649329,bodymass,0.00204081632653061,0.14821553834365606,Gulf of Maine,7.773506254664922,NA,221048557
1992,Spring,MAB,1,9828.913975961326,0.02511243272327328,9828.913975961326,18037,-0.8692560777538676,-0.8742560777538673,-0.8642560777538675,bodymass,0.00255102040816321,0.05619615185378827,Mid-Atlantic Bight,12.148832546504195,NA,653303650
1992,Spring,SNE,1,8890.986356695474,0.08663253492930399,8890.986356695474,19871,-0.8930908383179468,-0.8980908383179464,-0.8880908383179467,bodymass,0.00255102040816321,0.06504978083677292,Southern New England,10.510568671891996,NA,141775112
1993,Fall,GB,1,14521.298792536803,0.00597695091780766,14521.298792536803,11006,-0.956789152875876,-0.962789152875876,-0.9507891528758758,bodymass,0.00306122448979597,0.08422889445539508,Georges Bank,7.495930441963692,NA,85059835
1993,Fall,GoM,1,19077.237380629973,0.04477530764288502,19077.237380629973,17978,-1.0208845198519545,-1.0258845198519544,-1.0158845198519546,bodymass,0.00255102040816321,0.1122587053439196,Gulf of Maine,7.559793104963788,NA,204454521
1993,Fall,MAB,1,76081.5555004674,0.1548757726287886,76081.5555004674,7669,-1.1815701384206283,-1.1885701384206284,-1.1745701384206284,bodymass,0.00357142857142857,0.2086842299548384,Mid-Atlantic Bight,10.235142846234076,NA,721136213
1993,Fall,SNE,1,101915.3065776182,0.1548757726287886,101915.3065776182,31931,-1.1977102834853548,-1.200710283485355,-1.194710283485355,bodymass,0.00153061224489796,0.22023769072688,Southern New England,9.638732260534308,NA,124683539
1993,Spring,GB,1,15935.321747324617,0.06385767754978434,15935.321747324617,15138,-0.8800105868992141,-0.885010586899214,-0.8750105868992142,bodymass,0.00255102040816321,0.05470741776239187,Georges Bank,7.495930441963692,NA,85059835
1993,Spring,GoM,1,22584.773472632663,0.2103228749702038,22584.773472632663,13189,-1.00597303986532,-1.0109730398653198,-1.00097303986532,bodymass,0.00255102040816321,0.10276663639329114,Gulf of Maine,7.559793104963788,NA,204454521
1993,Spring,MAB,1,26456.621667411993,0.10259749676006846,26456.621667411993,27350,-1.0671072225366365,-1.0711072225366365,-1.0631072225366365,bodymass,0.00204081632653061,0.13554614757469555,Mid-Atlantic Bight,10.235142846234076,NA,721136213
1993,Spring,SNE,1,26604.33787079039,0.5327770689848076,26604.33787079039,19301,-1.0223536824718882,-1.0263536824718882,-1.0183536824718882,bodymass,0.00204081632653061,0.10974744397592454,Southern New England,9.638732260534308,NA,124683539
1994,Fall,GB,1,10593.328832117006,0.12114625991347348,10593.328832117006,13759,-1.004011374532667,-1.010011374532667,-0.9980113745326672,bodymass,0.00306122448979597,0.10991649484215278,Georges Bank,9.078356963518871,NA,14829618
1994,Fall,GoM,1,16228.351397034832,0.09922006857520468,16228.351397034832,20092,-0.9663821360236662,-0.9703821360236664,-0.9623821360236664,bodymass,0.00204081632653061,0.08725359674023056,Gulf of Maine,7.826515035710092,NA,99216852
1994,Fall,MAB,1,91379.90492248315,0.1548757726287886,91379.90492248315,58284,-1.2759565903804349,-1.278956590380435,-1.272956590380435,bodymass,0.00153061224489796,0.28828308871741454,Mid-Atlantic Bight,11.46377055581692,NA,572731588
1994,Fall,SNE,1,125364.2027361537,0.04477530764288502,125364.2027361537,29909,-1.2074040503012256,-1.2104040503012257,-1.2044040503012257,bodymass,0.00153061224489796,0.2273227537778971,Southern New England,10.159636135443224,NA,64729511
1994,Spring,GB,1,14707.288069312795,0.11958860989804572,14707.288069312795,16322,-0.9341643698147236,-0.9391643698147236,-0.9291643698147238,bodymass,0.00255102040816321,0.07473441872150309,Georges Bank,9.078356963518871,NA,14829618
1994,Spring,GoM,1,14312.562462338115,0.3857854553894314,14312.562462338115,13366,-0.9652268088349422,-0.971226808834942,-0.9592268088349418,bodymass,0.00306122448979597,0.08808113254821935,Gulf of Maine,7.826515035710092,NA,99216852
1994,Spring,MAB,1,12755.497702332865,0.10259749676006846,12755.497702332865,25028,-0.939548687136212,-0.9435486871362122,-0.9355486871362122,bodymass,0.00204081632653061,0.07841622732397892,Mid-Atlantic Bight,11.46377055581692,NA,572731588
1994,Spring,SNE,1,6841.705580272728,0.227428270542598,6841.705580272728,21521,-0.923281560267421,-0.928281560267421,-0.9182815602674212,bodymass,0.00255102040816321,0.07917942346226696,Southern New England,10.159636135443224,NA,64729511
1995,Fall,GB,1,9948.701830468395,0.02511243272327328,9948.701830468395,18882,-1.0045764821953962,-1.009576482195396,-0.9995764821953964,bodymass,0.00255102040816321,0.1109385883579748,Georges Bank,8.854677207874232,NA,932608
1995,Fall,GoM,1,19362.52205313396,0.1548757726287886,19362.52205313396,43061,-1.0805967310038884,-1.0835967310038883,-1.0775967310038883,bodymass,0.00153061224489796,0.14689213625189446,Gulf of Maine,8.421378495733617,NA,96331430
1995,Fall,MAB,1,135671.888791369,0.10259749676006846,135671.888791369,50431,-1.196188107464445,-1.1981881074644447,-1.1941881074644445,bodymass,0.00102040816326536,0.21760384800340488,Mid-Atlantic Bight,10.655590514799137,NA,751355573
1995,Fall,SNE,1,6375.459301042671,0.1548757726287886,6375.459301042671,22646,-1.2085733622915094,-1.213573362291509,-1.2035733622915092,bodymass,0.00255102040816321,0.24855962711646976,Southern New England,10.578382053692728,NA,29500423
1995,Spring,GB,1,14312.562462338115,0.08825890271680295,14312.562462338115,14038,-0.9646272095400894,-0.9706272095400894,-0.9586272095400892,bodymass,0.00306122448979597,0.08781474603304702,Georges Bank,8.854677207874232,NA,932608
1995,Spring,GoM,1,21027.245399745167,0.5327770689848076,21027.245399745167,16573,-1.0936781290285882,-1.0986781290285883,-1.0886781290285883,bodymass,0.00255102040816321,0.15448118934023353,Gulf of Maine,8.421378495733617,NA,96331430
1995,Spring,MAB,1,29693.65016393269,0.10259749676006846,29693.65016393269,9945,-0.9088210963530604,-0.9148210963530604,-0.90282109635306,bodymass,0.00306122448979597,0.05854251396426777,Mid-Atlantic Bight,10.655590514799137,NA,751355573
1995,Spring,SNE,1,6842.237744141651,0.5981079808461115,6842.237744141651,13310,-0.9200001810243226,-0.9260001810243226,-0.9140001810243223,bodymass,0.00306122448979597,0.0779102736369946,Southern New England,10.578382053692728,NA,29500423
1996,Fall,GB,1,9037.180578258223,0.12114625991347348,9037.180578258223,11812,-0.9370437477666256,-0.9430437477666256,-0.9310437477666254,bodymass,0.00306122448979597,0.081294462856649,Georges Bank,8.296399137675289,NA,65037667
1996,Fall,GoM,1,21253.368406458776,0.24909556679963837,21253.368406458776,20501,-0.973928875655256,-0.9779288756552558,-0.9699288756552558,bodymass,0.00204081632653061,0.08788677427352237,Gulf of Maine,8.144236464823706,NA,216349582
1996,Fall,MAB,1,17076.547234131507,0.02414338810073994,17076.547234131507,45609,-1.1856033799207428,-1.1886033799207427,-1.1826033799207427,bodymass,0.00153061224489796,0.22197436515415617,Mid-Atlantic Bight,8.761816338733235,NA,686730013
1996,Fall,SNE,1,49986.50058122153,0.04477530764288502,49986.50058122153,21476,-1.0683119408327624,-1.0723119408327624,-1.0643119408327624,bodymass,0.00204081632653061,0.13075125279897257,Southern New England,8.749011095293659,NA,151515507
1996,Spring,GB,1,11408.090377273553,0.3857854553894314,11408.090377273553,23612,-0.9090669861518812,-0.9130669861518812,-0.9050669861518812,bodymass,0.00204081632653061,0.0679372641772328,Georges Bank,8.296399137675289,NA,65037667
1996,Spring,GoM,1,10621.983197316762,0.3857854553894314,10621.983197316762,10840,-0.92191763935468,-0.92891763935468,-0.9149176393546798,bodymass,0.00357142857142857,0.0734952982553684,Gulf of Maine,8.144236464823706,NA,216349582
1996,Spring,MAB,1,12128.182164048876,0.2784992995500704,12128.182164048876,19613,-0.7646237234122446,-0.7696237234122445,-0.7596237234122447,bodymass,0.00255102040816321,0.02889489802726703,Mid-Atlantic Bight,8.761816338733235,NA,686730013
1996,Spring,SNE,1,8548.61035648475,0.37134895124436296,8548.61035648475,25779,-0.9352163402539933,-0.939216340253993,-0.931216340253993,bodymass,0.00204081632653061,0.08121080207789032,Southern New England,8.749011095293659,NA,151515507
1997,Fall,GB,1,13683.592704257164,0.10259749676006846,13683.592704257164,17709,-1.028190466178585,-1.033190466178585,-1.0231904661785851,bodymass,0.00255102040816321,0.11972362290818755,Georges Bank,7.986192258904362,NA,66174593
1997,Fall,GoM,1,20097.599973746102,0.265048474310724,20097.599973746102,20627,-0.9780627219520966,-0.9820627219520968,-0.9740627219520968,bodymass,0.00204081632653061,0.09035332949733278,Gulf of Maine,7.930992157984588,NA,212246569
1997,Fall,MAB,1,117987.05720776557,0.1830452139612061,117987.05720776557,6005,-1.205300676471626,-1.213300676471626,-1.197300676471626,bodymass,0.00408163265306122,0.22583811170921708,Mid-Atlantic Bight,10.176361906844958,NA,588979627
1997,Fall,SNE,1,7044.071786852887,0.04477530764288502,7044.071786852887,18420,-1.11738613841641,-1.12238613841641,-1.1123861384164102,bodymass,0.00255102040816321,0.1815556182091398,Southern New England,9.351229540669811,NA,170607552
1997,Spring,GB,1,8398.027706516858,0.4178808621621731,8398.027706516858,12946,-0.8075348815126401,-0.8145348815126401,-0.8005348815126401,bodymass,0.00357142857142857,0.04101957601888646,Georges Bank,7.986192258904362,NA,66174593
1997,Spring,GoM,1,13171.288254883188,0.3857854553894314,13171.288254883188,36992,-1.0110672894206074,-1.014067289420607,-1.008067289420607,bodymass,0.00153061224489796,0.1110512432247125,Gulf of Maine,7.930992157984588,NA,212246569
1997,Spring,MAB,1,6842.237744141651,0.02511243272327328,6842.237744141651,18096,-1.0390211053140634,-1.0440211053140631,-1.034021105314063,bodymass,0.00255102040816321,0.13386799040172415,Mid-Atlantic Bight,10.176361906844958,NA,588979627
1997,Spring,SNE,1,5661.320912519365,0.5640109368579932,5661.320912519365,23036,-0.8996076694903367,-0.9046076694903364,-0.8946076694903367,bodymass,0.00255102040816321,0.07269401231743787,Southern New England,9.351229540669811,NA,170607552
1998,Fall,GB,1,12084.901664778785,0.02511243272327328,12084.901664778785,22955,-1.029391453939083,-1.0333914539390832,-1.0253914539390832,bodymass,0.00204081632653061,0.12175777189812176,Georges Bank,8.0049978965058,NA,96628479
1998,Fall,GoM,1,8801.24133403362,0.1548757726287886,8801.24133403362,39996,-0.9784355626705048,-0.9814355626705048,-0.9754355626705048,bodymass,0.00153061224489796,0.09966957750048594,Gulf of Maine,7.795678037910138,NA,110951265
1998,Fall,MAB,1,138334.52211243767,0.1548757726287886,138334.52211243767,37998,-1.2532087395155562,-1.256208739515556,-1.2502087395155559,bodymass,0.00153061224489796,0.26651297123776185,Mid-Atlantic Bight,10.734140930344571,NA,624574215
1998,Fall,SNE,1,6228.439430003005,0.06007531511912517,6228.439430003005,16316,-0.9950105657615644,-1.0010105657615644,-0.9890105657615642,bodymass,0.00306122448979597,0.11198072793256338,Southern New England,9.745839612279443,NA,129003342
1998,Spring,GB,1,13544.630660073282,0.227428270542598,13544.630660073282,9803,-0.8443205451698892,-0.8513205451698893,-0.8373205451698893,bodymass,0.00357142857142857,0.04581829725264597,Georges Bank,8.0049978965058,NA,96628479
1998,Spring,GoM,1,20030.117670780863,1.0624182932762734,20030.117670780863,29700,-1.1058484200095668,-1.1098484200095666,-1.1018484200095666,bodymass,0.00204081632653061,0.1629661630882655,Gulf of Maine,7.795678037910138,NA,110951265
1998,Spring,MAB,1,6581.769764106598,0.44553939300000783,6581.769764106598,18030,-1.031474712136636,-1.036474712136636,-1.0264747121366362,bodymass,0.00255102040816321,0.13020125879347644,Mid-Atlantic Bight,10.734140930344571,NA,624574215
1998,Spring,SNE,1,7383.355454887532,0.7494190538229101,7383.355454887532,20004,-0.977412438893036,-0.9824124388930358,-0.972412438893036,bodymass,0.00255102040816321,0.10135611345438784,Southern New England,9.745839612279443,NA,129003342
1999,Fall,GB,1,11966.000243735183,0.04835555390003871,11966.000243735183,17824,-1.0359982534226806,-1.0409982534226805,-1.0309982534226805,bodymass,0.00255102040816321,0.12550946570477164,Georges Bank,8.012809531246614,NA,76491774
